code_article,code_site,date,quantite
01066,Site1,2026-09-07,188.0
01066,Site1,2026-09-14,188.0
01066,Site1,2026-09-21,188.0
01066,Site1,2026-09-28,188.0
01066,Site1,2026-10-05,236.25
01066,Site1,2026-10-12,236.25
01066,Site1,2026-10-19,236.25
01066,Site1,2026-10-26,236.25
01066,Site1,2026-11-02,237.75
01066,Site1,2026-11-09,237.75
01066,Site1,2026-11-16,237.75
01066,Site1,2026-11-23,237.75
01066,Site1,2026-11-30,237.75
01066,Site1,2026-12-07,191.2
01066,Site1,2026-12-14,191.2
01066,Site1,2026-12-21,191.2
01066,Site1,2026-12-28,191.2
01067,Site1,2026-02-09,12.0
01067,Site1,2026-02-16,12.0
01067,Site1,2026-02-23,12.0
01067,Site1,2026-03-02,12.0
01067,Site1,2026-03-09,12.0
01067,Site1,2026-03-16,12.0
01067,Site1,2026-03-23,12.0
01067,Site1,2026-03-30,12.0
01067,Site1,2026-04-06,9.6
01067,Site1,2026-04-13,9.6
01067,Site1,2026-04-20,9.6
01067,Site1,2026-04-27,9.6
01067,Site1,2026-05-04,15.75
01067,Site1,2026-05-11,15.75
01067,Site1,2026-05-18,15.75
01067,Site1,2026-05-25,15.75
01067,Site1,2026-06-01,15.75
01067,Site1,2026-06-08,15.75
01067,Site1,2026-06-15,15.75
01067,Site1,2026-06-22,15.75
01067,Site1,2026-06-29,15.75
01067,Site1,2026-07-06,12.6
01067,Site1,2026-07-13,12.6
01067,Site1,2026-07-20,12.6
01067,Site1,2026-07-27,12.6
01067,Site1,2026-08-03,12.0
01067,Site1,2026-08-10,12.0
01067,Site1,2026-08-17,12.0
01067,Site1,2026-08-24,12.0
01067,Site1,2026-08-31,12.0
01067,Site1,2026-09-07,9.6
01067,Site1,2026-09-14,9.6
01067,Site1,2026-09-21,9.6
01067,Site1,2026-09-28,9.6
01067,Site1,2026-10-05,12.0
01067,Site1,2026-10-12,12.0
01067,Site1,2026-10-19,12.0
01067,Site1,2026-10-26,12.0
01067,Site1,2026-11-02,12.0
01067,Site1,2026-11-09,12.0
01067,Site1,2026-11-16,12.0
01067,Site1,2026-11-23,12.0
01067,Site1,2026-11-30,12.0
01067,Site1,2026-12-07,9.6
01067,Site1,2026-12-14,9.6
01067,Site1,2026-12-21,9.6
01067,Site1,2026-12-28,9.6
01097,Site1,2026-02-09,23.0
01097,Site1,2026-02-16,23.0
01097,Site1,2026-02-23,23.0
01097,Site1,2026-03-02,23.0
01097,Site1,2026-03-09,23.0
01097,Site1,2026-03-16,23.0
01097,Site1,2026-03-23,23.0
01097,Site1,2026-03-30,23.0
01097,Site1,2026-04-06,18.4
01097,Site1,2026-04-13,18.4
01097,Site1,2026-04-20,18.4
01097,Site1,2026-04-27,18.4
01097,Site1,2026-05-04,23.0
01097,Site1,2026-05-11,23.0
01097,Site1,2026-05-18,23.0
01097,Site1,2026-05-25,23.0
01097,Site1,2026-06-01,23.0
01097,Site1,2026-06-08,23.0
01097,Site1,2026-06-15,23.0
01097,Site1,2026-06-22,23.0
01097,Site1,2026-06-29,23.0
01097,Site1,2026-07-06,18.4
01097,Site1,2026-07-13,18.4
01097,Site1,2026-07-20,18.4
01097,Site1,2026-07-27,18.4
01097,Site1,2026-08-03,23.0
01097,Site1,2026-08-10,23.0
01097,Site1,2026-08-17,23.0
01097,Site1,2026-08-24,23.0
01097,Site1,2026-08-31,23.0
01097,Site1,2026-09-07,18.4
01097,Site1,2026-09-14,18.4
01097,Site1,2026-09-21,18.4
01097,Site1,2026-09-28,18.4
01097,Site1,2026-10-05,23.0
01097,Site1,2026-10-12,23.0
01097,Site1,2026-10-19,23.0
01097,Site1,2026-10-26,23.0
01097,Site1,2026-11-02,23.0
01097,Site1,2026-11-09,23.0
01097,Site1,2026-11-16,23.0
01097,Site1,2026-11-23,23.0
01097,Site1,2026-11-30,23.0
01097,Site1,2026-12-07,18.4
01097,Site1,2026-12-14,18.4
01097,Site1,2026-12-21,18.4
01097,Site1,2026-12-28,18.4
01127,Site1,2026-02-09,25.0
01127,Site1,2026-02-16,25.0
01127,Site1,2026-02-23,25.0
01127,Site1,2026-03-02,25.0
01127,Site1,2026-03-09,25.0
01127,Site1,2026-03-16,25.0
01127,Site1,2026-03-23,25.0
01127,Site1,2026-03-30,25.0
01127,Site1,2026-04-06,0.0
01127,Site1,2026-04-13,0.0
01127,Site1,2026-04-20,0.0
01127,Site1,2026-04-27,0.0
01127,Site1,2026-05-04,0.0
01127,Site1,2026-05-11,0.0
01127,Site1,2026-05-18,0.0
01127,Site1,2026-05-25,0.0
01127,Site1,2026-06-01,0.0
01127,Site1,2026-06-08,0.0
01127,Site1,2026-06-15,0.0
01127,Site1,2026-06-22,0.0
01127,Site1,2026-06-29,0.0
01127,Site1,2026-07-06,0.0
01127,Site1,2026-07-13,0.0
01127,Site1,2026-07-20,0.0
01127,Site1,2026-07-27,0.0
01127,Site1,2026-08-03,0.0
01127,Site1,2026-08-10,0.0
01127,Site1,2026-08-17,0.0
01127,Site1,2026-08-24,0.0
01127,Site1,2026-08-31,0.0
01127,Site1,2026-09-07,0.0
01127,Site1,2026-09-14,0.0
01127,Site1,2026-09-21,0.0
01127,Site1,2026-09-28,0.0
01127,Site1,2026-10-05,0.0
01127,Site1,2026-10-12,0.0
01127,Site1,2026-10-19,0.0
01127,Site1,2026-10-26,0.0
01127,Site1,2026-11-02,0.0
01127,Site1,2026-11-09,0.0
01127,Site1,2026-11-16,0.0
01127,Site1,2026-11-23,0.0
01127,Site1,2026-11-30,0.0
01127,Site1,2026-12-07,0.0
01127,Site1,2026-12-14,0.0
01127,Site1,2026-12-21,0.0
01127,Site1,2026-12-28,0.0
01132,Site1,2026-02-09,224.25
01132,Site1,2026-02-16,224.25
01132,Site1,2026-02-23,224.25
01132,Site1,2026-03-02,230.75
01132,Site1,2026-03-09,230.75
01132,Site1,2026-03-16,230.75
01132,Site1,2026-03-23,230.75
01132,Site1,2026-03-30,230.75
01132,Site1,2026-04-06,199.2
01132,Site1,2026-04-13,199.2
01132,Site1,2026-04-20,199.2
01132,Site1,2026-04-27,199.2
01132,Site1,2026-05-04,276.0
01132,Site1,2026-05-11,276.0
01132,Site1,2026-05-18,276.0
01132,Site1,2026-05-25,276.0
01132,Site1,2026-06-01,282.5
01132,Site1,2026-06-08,282.5
01132,Site1,2026-06-15,282.5
01132,Site1,2026-06-22,282.5
01132,Site1,2026-06-29,282.5
01132,Site1,2026-07-06,247.0
01132,Site1,2026-07-13,247.0
01132,Site1,2026-07-20,247.0
01132,Site1,2026-07-27,247.0
01132,Site1,2026-08-03,314.5
01132,Site1,2026-08-10,314.5
01132,Site1,2026-08-17,314.5
01132,Site1,2026-08-24,314.5
01132,Site1,2026-08-31,314.5
01132,Site1,2026-09-07,264.8
01132,Site1,2026-09-14,264.8
01132,Site1,2026-09-21,264.8
01132,Site1,2026-09-28,264.8
01132,Site1,2026-10-05,245.0
01132,Site1,2026-10-12,245.0
01132,Site1,2026-10-19,245.0
01132,Site1,2026-10-26,245.0
01132,Site1,2026-11-02,334.25
01132,Site1,2026-11-09,334.25
01132,Site1,2026-11-16,334.25
01132,Site1,2026-11-23,334.25
01132,Site1,2026-11-30,334.25
01132,Site1,2026-12-07,272.0
01132,Site1,2026-12-14,272.0
01132,Site1,2026-12-21,272.0
01132,Site1,2026-12-28,272.0
01134,Site1,2026-02-09,62.75
01134,Site1,2026-02-16,62.75
01134,Site1,2026-02-23,62.75
01134,Site1,2026-03-02,71.75
01134,Site1,2026-03-09,71.75
01134,Site1,2026-03-16,71.75
01134,Site1,2026-03-23,71.75
01134,Site1,2026-03-30,71.75
01134,Site1,2026-04-06,50.6
01134,Site1,2026-04-13,50.6
01134,Site1,2026-04-20,50.6
01134,Site1,2026-04-27,50.6
01134,Site1,2026-05-04,63.5
01134,Site1,2026-05-11,63.5
01134,Site1,2026-05-18,63.5
01134,Site1,2026-05-25,63.5
01134,Site1,2026-06-01,63.75
01134,Site1,2026-06-08,63.75
01134,Site1,2026-06-15,63.75
01134,Site1,2026-06-22,63.75
01134,Site1,2026-06-29,63.75
01134,Site1,2026-07-06,58.199999999999996
01134,Site1,2026-07-13,58.199999999999996
01134,Site1,2026-07-20,58.199999999999996
01134,Site1,2026-07-27,58.199999999999996
01134,Site1,2026-08-03,64.25
01134,Site1,2026-08-10,64.25
01134,Site1,2026-08-17,64.25
01134,Site1,2026-08-24,64.25
01134,Site1,2026-08-31,64.25
01134,Site1,2026-09-07,51.6
01134,Site1,2026-09-14,51.6
01134,Site1,2026-09-21,51.6
01134,Site1,2026-09-28,51.6
01134,Site1,2026-10-05,64.5
01134,Site1,2026-10-12,64.5
01134,Site1,2026-10-19,64.5
01134,Site1,2026-10-26,64.5
01134,Site1,2026-11-02,64.75
01134,Site1,2026-11-09,64.75
01134,Site1,2026-11-16,64.75
01134,Site1,2026-11-23,64.75
01134,Site1,2026-11-30,64.75
01134,Site1,2026-12-07,52.0
01134,Site1,2026-12-14,52.0
01134,Site1,2026-12-21,52.0
01134,Site1,2026-12-28,52.0
01152,Site1,2026-02-09,26.15
01152,Site1,2026-02-16,26.15
01152,Site1,2026-02-23,26.15
01152,Site1,2026-03-02,26.15
01152,Site1,2026-03-09,26.15
01152,Site1,2026-03-16,26.15
01152,Site1,2026-03-23,26.15
01152,Site1,2026-03-30,26.15
01152,Site1,2026-04-06,20.92
01152,Site1,2026-04-13,20.92
01152,Site1,2026-04-20,20.92
01152,Site1,2026-04-27,20.92
01152,Site1,2026-05-04,26.15
01152,Site1,2026-05-11,26.15
01152,Site1,2026-05-18,26.15
01152,Site1,2026-05-25,26.15
01152,Site1,2026-06-01,26.15
01152,Site1,2026-06-08,26.15
01152,Site1,2026-06-15,26.15
01152,Site1,2026-06-22,26.15
01152,Site1,2026-06-29,26.15
01152,Site1,2026-07-06,20.92
01152,Site1,2026-07-13,20.92
01152,Site1,2026-07-20,20.92
01152,Site1,2026-07-27,20.92
01152,Site1,2026-08-03,26.15
01152,Site1,2026-08-10,26.15
01152,Site1,2026-08-17,26.15
01152,Site1,2026-08-24,26.15
01152,Site1,2026-08-31,26.15
01152,Site1,2026-09-07,20.92
01152,Site1,2026-09-14,20.92
01152,Site1,2026-09-21,20.92
01152,Site1,2026-09-28,20.92
01152,Site1,2026-10-05,26.15
01152,Site1,2026-10-12,26.15
01152,Site1,2026-10-19,26.15
01152,Site1,2026-10-26,26.15
01152,Site1,2026-11-02,26.15
01152,Site1,2026-11-09,26.15
01152,Site1,2026-11-16,26.15
01152,Site1,2026-11-23,26.15
01152,Site1,2026-11-30,26.15
01152,Site1,2026-12-07,20.92
01152,Site1,2026-12-14,20.92
01152,Site1,2026-12-21,20.92
01152,Site1,2026-12-28,20.92
01153,Site1,2026-02-09,652.5
01153,Site1,2026-02-16,652.5
01153,Site1,2026-02-23,652.5
01153,Site1,2026-03-02,653.0
01153,Site1,2026-03-09,653.0
01153,Site1,2026-03-16,653.0
01153,Site1,2026-03-23,653.0
01153,Site1,2026-03-30,653.0
01153,Site1,2026-04-06,552.6
01153,Site1,2026-04-13,552.6
01153,Site1,2026-04-20,552.6
01153,Site1,2026-04-27,552.6
01153,Site1,2026-05-04,628.75
01153,Site1,2026-05-11,628.75
01153,Site1,2026-05-18,628.75
01153,Site1,2026-05-25,628.75
01153,Site1,2026-06-01,629.0
01153,Site1,2026-06-08,629.0
01153,Site1,2026-06-15,629.0
01153,Site1,2026-06-22,629.0
01153,Site1,2026-06-29,629.0
01153,Site1,2026-07-06,563.6
01153,Site1,2026-07-13,563.6
01153,Site1,2026-07-20,563.6
01153,Site1,2026-07-27,563.6
01153,Site1,2026-08-03,654.75
01153,Site1,2026-08-10,654.75
01153,Site1,2026-08-17,654.75
01153,Site1,2026-08-24,654.75
01153,Site1,2026-08-31,654.75
01153,Site1,2026-09-07,524.2
01153,Site1,2026-09-14,524.2
01153,Site1,2026-09-21,524.2
01153,Site1,2026-09-28,524.2
01153,Site1,2026-10-05,655.5
01153,Site1,2026-10-12,655.5
01153,Site1,2026-10-19,655.5
01153,Site1,2026-10-26,655.5
01153,Site1,2026-11-02,656.0
01153,Site1,2026-11-09,656.0
01153,Site1,2026-11-16,656.0
01153,Site1,2026-11-23,656.0
01153,Site1,2026-11-30,656.0
01153,Site1,2026-12-07,525.0
01153,Site1,2026-12-14,525.0
01153,Site1,2026-12-21,525.0
01153,Site1,2026-12-28,525.0
01165,Site1,2026-02-09,280.0
01165,Site1,2026-02-16,280.0
01165,Site1,2026-02-23,280.0
01165,Site1,2026-03-02,340.625
01165,Site1,2026-03-09,340.625
01165,Site1,2026-03-16,340.625
01165,Site1,2026-03-23,340.625
01165,Site1,2026-03-30,340.625
01165,Site1,2026-04-06,294.3
01165,Site1,2026-04-13,294.3
01165,Site1,2026-04-20,294.3
01165,Site1,2026-04-27,294.3
01165,Site1,2026-05-04,343.125
01165,Site1,2026-05-11,343.125
01165,Site1,2026-05-18,343.125
01165,Site1,2026-05-25,343.125
01165,Site1,2026-06-01,329.140625
01165,Site1,2026-06-08,329.140625
01165,Site1,2026-06-15,329.140625
01165,Site1,2026-06-22,329.140625
01165,Site1,2026-06-29,329.140625
01165,Site1,2026-07-06,285.73125
01165,Site1,2026-07-13,285.73125
01165,Site1,2026-07-20,285.73125
01165,Site1,2026-07-27,285.73125
01165,Site1,2026-08-03,342.164063
01165,Site1,2026-08-10,342.164063
01165,Site1,2026-08-17,342.164063
01165,Site1,2026-08-24,342.164063
01165,Site1,2026-08-31,342.164063
01165,Site1,2026-09-07,296.15
01165,Site1,2026-09-14,296.15
01165,Site1,2026-09-21,296.15
01165,Site1,2026-09-28,296.15
01165,Site1,2026-10-05,348.210938
01165,Site1,2026-10-12,348.210938
01165,Site1,2026-10-19,348.210938
01165,Site1,2026-10-26,348.210938
01165,Site1,2026-11-02,376.359375
01165,Site1,2026-11-09,376.359375
01165,Site1,2026-11-16,376.359375
01165,Site1,2026-11-23,376.359375
01165,Site1,2026-11-30,376.359375
01165,Site1,2026-12-07,303.4875
01165,Site1,2026-12-14,303.4875
01165,Site1,2026-12-21,303.4875
01165,Site1,2026-12-28,303.4875
01290,Site4,2026-02-09,143.0
01290,Site4,2026-02-16,143.0
01290,Site4,2026-02-23,143.0
01290,Site4,2026-03-02,143.0
01290,Site4,2026-03-09,143.0
01290,Site4,2026-03-16,143.0
01290,Site4,2026-03-23,143.0
01290,Site4,2026-03-30,143.0
01290,Site4,2026-04-06,114.4
01290,Site4,2026-04-13,114.4
01290,Site4,2026-04-20,114.4
01290,Site4,2026-04-27,114.4
01290,Site4,2026-05-04,143.0
01290,Site4,2026-05-11,143.0
01290,Site4,2026-05-18,143.0
01290,Site4,2026-05-25,143.0
01290,Site4,2026-06-01,143.0
01290,Site4,2026-06-08,143.0
01290,Site4,2026-06-15,143.0
01290,Site4,2026-06-22,143.0
01290,Site4,2026-06-29,143.0
01290,Site4,2026-07-06,114.4
01290,Site4,2026-07-13,114.4
01290,Site4,2026-07-20,114.4
01290,Site4,2026-07-27,114.4
01290,Site4,2026-08-03,143.0
01290,Site4,2026-08-10,143.0
01290,Site4,2026-08-17,143.0
01290,Site4,2026-08-24,143.0
01290,Site4,2026-08-31,143.0
01290,Site4,2026-09-07,114.4
01290,Site4,2026-09-14,114.4
01290,Site4,2026-09-21,114.4
01290,Site4,2026-09-28,114.4
01290,Site4,2026-10-05,143.0
01290,Site4,2026-10-12,143.0
01290,Site4,2026-10-19,143.0
01290,Site4,2026-10-26,143.0
01290,Site4,2026-11-02,143.0
01290,Site4,2026-11-09,143.0
01290,Site4,2026-11-16,143.0
01290,Site4,2026-11-23,143.0
01290,Site4,2026-11-30,143.0
01290,Site4,2026-12-07,114.4
01290,Site4,2026-12-14,114.4
01290,Site4,2026-12-21,114.4
01290,Site4,2026-12-28,114.4
01290,Site6,2026-02-09,150.0
01290,Site6,2026-02-16,150.0
01290,Site6,2026-02-23,150.0
01290,Site6,2026-03-02,150.0
01290,Site6,2026-03-09,150.0
01290,Site6,2026-03-16,150.0
01290,Site6,2026-03-23,150.0
01290,Site6,2026-03-30,150.0
01290,Site6,2026-04-06,120.0
01290,Site6,2026-04-13,120.0
01290,Site6,2026-04-20,120.0
01290,Site6,2026-04-27,120.0
01290,Site6,2026-05-04,150.0
01290,Site6,2026-05-11,150.0
01290,Site6,2026-05-18,150.0
01290,Site6,2026-05-25,150.0
01290,Site6,2026-06-01,150.0
01290,Site6,2026-06-08,150.0
01290,Site6,2026-06-15,150.0
01290,Site6,2026-06-22,150.0
01290,Site6,2026-06-29,150.0
01290,Site6,2026-07-06,120.0
01290,Site6,2026-07-13,120.0
01290,Site6,2026-07-20,120.0
01290,Site6,2026-07-27,120.0
01290,Site6,2026-08-03,150.0
01290,Site6,2026-08-10,150.0
01290,Site6,2026-08-17,150.0
01290,Site6,2026-08-24,150.0
01290,Site6,2026-08-31,150.0
01290,Site6,2026-09-07,120.0
01290,Site6,2026-09-14,120.0
01290,Site6,2026-09-21,120.0
01290,Site6,2026-09-28,120.0
01290,Site6,2026-10-05,150.0
01290,Site6,2026-10-12,150.0
01290,Site6,2026-10-19,150.0
01290,Site6,2026-10-26,150.0
01290,Site6,2026-11-02,150.0
01290,Site6,2026-11-09,150.0
01290,Site6,2026-11-16,150.0
01290,Site6,2026-11-23,150.0
01290,Site6,2026-11-30,150.0
01290,Site6,2026-12-07,120.0
01290,Site6,2026-12-14,120.0
01290,Site6,2026-12-21,120.0
01290,Site6,2026-12-28,120.0
01290,Site1,2026-02-09,529.25
01290,Site1,2026-02-16,529.25
01290,Site1,2026-02-23,529.25
01290,Site1,2026-03-02,529.25
01290,Site1,2026-03-09,529.25
01290,Site1,2026-03-16,529.25
01290,Site1,2026-03-23,529.25
01290,Site1,2026-03-30,529.25
01290,Site1,2026-04-06,423.4
01290,Site1,2026-04-13,423.4
01290,Site1,2026-04-20,423.4
01290,Site1,2026-04-27,423.4
01290,Site1,2026-05-04,529.25
01290,Site1,2026-05-11,529.25
01290,Site1,2026-05-18,529.25
01290,Site1,2026-05-25,529.25
01290,Site1,2026-06-01,529.25
01290,Site1,2026-06-08,529.25
01290,Site1,2026-06-15,529.25
01290,Site1,2026-06-22,529.25
01290,Site1,2026-06-29,529.25
01290,Site1,2026-07-06,423.4
01290,Site1,2026-07-13,423.4
01290,Site1,2026-07-20,423.4
01290,Site1,2026-07-27,423.4
01290,Site1,2026-08-03,529.25
01290,Site1,2026-08-10,529.25
01290,Site1,2026-08-17,529.25
01290,Site1,2026-08-24,529.25
01290,Site1,2026-08-31,529.25
01290,Site1,2026-09-07,423.4
01290,Site1,2026-09-14,423.4
01290,Site1,2026-09-21,423.4
01290,Site1,2026-09-28,423.4
01290,Site1,2026-10-05,529.25
01290,Site1,2026-10-12,529.25
01290,Site1,2026-10-19,529.25
01290,Site1,2026-10-26,529.25
01290,Site1,2026-11-02,529.25
01290,Site1,2026-11-09,529.25
01290,Site1,2026-11-16,529.25
01290,Site1,2026-11-23,529.25
01290,Site1,2026-11-30,529.25
01290,Site1,2026-12-07,423.4
01290,Site1,2026-12-14,423.4
01290,Site1,2026-12-21,423.4
01290,Site1,2026-12-28,423.4
01291,Site6,2026-02-09,128.25
01291,Site6,2026-02-16,128.25
01291,Site6,2026-02-23,128.25
01291,Site6,2026-03-02,128.25
01291,Site6,2026-03-09,128.25
01291,Site6,2026-03-16,128.25
01291,Site6,2026-03-23,128.25
01291,Site6,2026-03-30,128.25
01291,Site6,2026-04-06,102.6
01291,Site6,2026-04-13,102.6
01291,Site6,2026-04-20,102.6
01291,Site6,2026-04-27,102.6
01291,Site6,2026-05-04,128.25
01291,Site6,2026-05-11,128.25
01291,Site6,2026-05-18,128.25
01291,Site6,2026-05-25,128.25
01291,Site6,2026-06-01,128.25
01291,Site6,2026-06-08,128.25
01291,Site6,2026-06-15,128.25
01291,Site6,2026-06-22,128.25
01291,Site6,2026-06-29,128.25
01291,Site6,2026-07-06,102.6
01291,Site6,2026-07-13,102.6
01291,Site6,2026-07-20,102.6
01291,Site6,2026-07-27,102.6
01291,Site6,2026-08-03,128.25
01291,Site6,2026-08-10,128.25
01291,Site6,2026-08-17,128.25
01291,Site6,2026-08-24,128.25
01291,Site6,2026-08-31,128.25
01291,Site6,2026-09-07,102.6
01291,Site6,2026-09-14,102.6
01291,Site6,2026-09-21,102.6
01291,Site6,2026-09-28,102.6
01291,Site6,2026-10-05,128.25
01291,Site6,2026-10-12,128.25
01291,Site6,2026-10-19,128.25
01291,Site6,2026-10-26,128.25
01291,Site6,2026-11-02,128.25
01291,Site6,2026-11-09,128.25
01291,Site6,2026-11-16,128.25
01291,Site6,2026-11-23,128.25
01291,Site6,2026-11-30,128.25
01291,Site6,2026-12-07,102.6
01291,Site6,2026-12-14,102.6
01291,Site6,2026-12-21,102.6
01291,Site6,2026-12-28,102.6
01291,Site1,2026-02-09,880.0
01291,Site1,2026-02-16,880.0
01291,Site1,2026-02-23,880.0
01291,Site1,2026-03-02,845.0
01291,Site1,2026-03-09,845.0
01291,Site1,2026-03-16,845.0
01291,Site1,2026-03-23,845.0
01291,Site1,2026-03-30,845.0
01291,Site1,2026-04-06,630.8000000000001
01291,Site1,2026-04-13,630.8000000000001
01291,Site1,2026-04-20,630.8000000000001
01291,Site1,2026-04-27,630.8000000000001
01291,Site1,2026-05-04,929.0
01291,Site1,2026-05-11,929.0
01291,Site1,2026-05-18,929.0
01291,Site1,2026-05-25,929.0
01291,Site1,2026-06-01,788.5
01291,Site1,2026-06-08,788.5
01291,Site1,2026-06-15,788.5
01291,Site1,2026-06-22,788.5
01291,Site1,2026-06-29,788.5
01291,Site1,2026-07-06,646.0
01291,Site1,2026-07-13,646.0
01291,Site1,2026-07-20,646.0
01291,Site1,2026-07-27,646.0
01291,Site1,2026-08-03,813.25
01291,Site1,2026-08-10,813.25
01291,Site1,2026-08-17,813.25
01291,Site1,2026-08-24,813.25
01291,Site1,2026-08-31,813.25
01291,Site1,2026-09-07,533.6
01291,Site1,2026-09-14,533.6
01291,Site1,2026-09-21,533.6
01291,Site1,2026-09-28,533.6
01291,Site1,2026-10-05,403.25
01291,Site1,2026-10-12,403.25
01291,Site1,2026-10-19,403.25
01291,Site1,2026-10-26,403.25
01291,Site1,2026-11-02,403.25
01291,Site1,2026-11-09,403.25
01291,Site1,2026-11-16,403.25
01291,Site1,2026-11-23,403.25
01291,Site1,2026-11-30,403.25
01291,Site1,2026-12-07,322.6
01291,Site1,2026-12-14,322.6
01291,Site1,2026-12-21,322.6
01291,Site1,2026-12-28,322.6
01292,Site4,2026-02-09,85.0
01292,Site4,2026-02-16,85.0
01292,Site4,2026-02-23,85.0
01292,Site4,2026-03-02,85.0
01292,Site4,2026-03-09,85.0
01292,Site4,2026-03-16,85.0
01292,Site4,2026-03-23,85.0
01292,Site4,2026-03-30,85.0
01292,Site4,2026-04-06,68.0
01292,Site4,2026-04-13,68.0
01292,Site4,2026-04-20,68.0
01292,Site4,2026-04-27,68.0
01292,Site4,2026-05-04,85.0
01292,Site4,2026-05-11,85.0
01292,Site4,2026-05-18,85.0
01292,Site4,2026-05-25,85.0
01292,Site4,2026-06-01,85.0
01292,Site4,2026-06-08,85.0
01292,Site4,2026-06-15,85.0
01292,Site4,2026-06-22,85.0
01292,Site4,2026-06-29,85.0
01292,Site4,2026-07-06,68.0
01292,Site4,2026-07-13,68.0
01292,Site4,2026-07-20,68.0
01292,Site4,2026-07-27,68.0
01292,Site4,2026-08-03,85.0
01292,Site4,2026-08-10,85.0
01292,Site4,2026-08-17,85.0
01292,Site4,2026-08-24,85.0
01292,Site4,2026-08-31,85.0
01292,Site4,2026-09-07,68.0
01292,Site4,2026-09-14,68.0
01292,Site4,2026-09-21,68.0
01292,Site4,2026-09-28,68.0
01292,Site4,2026-10-05,85.0
01292,Site4,2026-10-12,85.0
01292,Site4,2026-10-19,85.0
01292,Site4,2026-10-26,85.0
01292,Site4,2026-11-02,85.0
01292,Site4,2026-11-09,85.0
01292,Site4,2026-11-16,85.0
01292,Site4,2026-11-23,85.0
01292,Site4,2026-11-30,85.0
01292,Site4,2026-12-07,68.0
01292,Site4,2026-12-14,68.0
01292,Site4,2026-12-21,68.0
01292,Site4,2026-12-28,68.0
01292,Site6,2026-02-09,75.0
01292,Site6,2026-02-16,75.0
01292,Site6,2026-02-23,75.0
01292,Site6,2026-03-02,75.0
01292,Site6,2026-03-09,75.0
01292,Site6,2026-03-16,75.0
01292,Site6,2026-03-23,75.0
01292,Site6,2026-03-30,75.0
01292,Site6,2026-04-06,60.0
01292,Site6,2026-04-13,60.0
01292,Site6,2026-04-20,60.0
01292,Site6,2026-04-27,60.0
01292,Site6,2026-05-04,75.0
01292,Site6,2026-05-11,75.0
01292,Site6,2026-05-18,75.0
01292,Site6,2026-05-25,75.0
01292,Site6,2026-06-01,75.0
01292,Site6,2026-06-08,75.0
01292,Site6,2026-06-15,75.0
01292,Site6,2026-06-22,75.0
01292,Site6,2026-06-29,75.0
01292,Site6,2026-07-06,60.0
01292,Site6,2026-07-13,60.0
01292,Site6,2026-07-20,60.0
01292,Site6,2026-07-27,60.0
01292,Site6,2026-08-03,75.0
01292,Site6,2026-08-10,75.0
01292,Site6,2026-08-17,75.0
01292,Site6,2026-08-24,75.0
01292,Site6,2026-08-31,75.0
01292,Site6,2026-09-07,60.0
01292,Site6,2026-09-14,60.0
01292,Site6,2026-09-21,60.0
01292,Site6,2026-09-28,60.0
01292,Site6,2026-10-05,75.0
01292,Site6,2026-10-12,75.0
01292,Site6,2026-10-19,75.0
01292,Site6,2026-10-26,75.0
01292,Site6,2026-11-02,75.0
01292,Site6,2026-11-09,75.0
01292,Site6,2026-11-16,75.0
01292,Site6,2026-11-23,75.0
01292,Site6,2026-11-30,75.0
01292,Site6,2026-12-07,60.0
01292,Site6,2026-12-14,60.0
01292,Site6,2026-12-21,60.0
01292,Site6,2026-12-28,60.0
01292,Site1,2026-02-09,740.5
01292,Site1,2026-02-16,740.5
01292,Site1,2026-02-23,740.5
01292,Site1,2026-03-02,740.5
01292,Site1,2026-03-09,740.5
01292,Site1,2026-03-16,740.5
01292,Site1,2026-03-23,740.5
01292,Site1,2026-03-30,740.5
01292,Site1,2026-04-06,577.6
01292,Site1,2026-04-13,577.6
01292,Site1,2026-04-20,577.6
01292,Site1,2026-04-27,577.6
01292,Site1,2026-05-04,722.0
01292,Site1,2026-05-11,722.0
01292,Site1,2026-05-18,722.0
01292,Site1,2026-05-25,722.0
01292,Site1,2026-06-01,722.0
01292,Site1,2026-06-08,722.0
01292,Site1,2026-06-15,722.0
01292,Site1,2026-06-22,722.0
01292,Site1,2026-06-29,722.0
01292,Site1,2026-07-06,577.6
01292,Site1,2026-07-13,577.6
01292,Site1,2026-07-20,577.6
01292,Site1,2026-07-27,577.6
01292,Site1,2026-08-03,722.0
01292,Site1,2026-08-10,722.0
01292,Site1,2026-08-17,722.0
01292,Site1,2026-08-24,722.0
01292,Site1,2026-08-31,722.0
01292,Site1,2026-09-07,370.0
01292,Site1,2026-09-14,370.0
01292,Site1,2026-09-21,370.0
01292,Site1,2026-09-28,370.0
01292,Site1,2026-10-05,462.5
01292,Site1,2026-10-12,462.5
01292,Site1,2026-10-19,462.5
01292,Site1,2026-10-26,462.5
01292,Site1,2026-11-02,462.5
01292,Site1,2026-11-09,462.5
01292,Site1,2026-11-16,462.5
01292,Site1,2026-11-23,462.5
01292,Site1,2026-11-30,462.5
01292,Site1,2026-12-07,370.0
01292,Site1,2026-12-14,370.0
01292,Site1,2026-12-21,370.0
01292,Site1,2026-12-28,370.0
01293,Site3,2026-02-09,0.0
01293,Site3,2026-02-16,0.0
01293,Site3,2026-02-23,0.0
01293,Site3,2026-03-02,0.0
