code_article,code_site,date,ventes
1290,Site4,2026-08-10,143.0
1290,Site4,2026-08-17,143.0
1290,Site4,2026-08-24,143.0
1290,Site4,2026-08-31,143.0
1290,Site4,2026-09-07,114.4
1290,Site4,2026-09-14,114.4
1290,Site4,2026-09-21,114.4
1290,Site4,2026-09-28,114.4
1290,Site4,2026-10-05,143.0
1290,Site4,2026-10-12,143.0
1290,Site4,2026-10-19,143.0
1290,Site4,2026-10-26,143.0
1290,Site4,2026-11-02,143.0
1290,Site4,2026-11-09,143.0
1290,Site4,2026-11-16,143.0
1290,Site4,2026-11-23,143.0
1290,Site4,2026-11-30,143.0
1290,Site4,2026-12-07,114.4
1290,Site4,2026-12-14,114.4
1290,Site4,2026-12-21,114.4
1290,Site4,2026-12-28,114.4
1290,Site6,2026-02-09,150.0
1290,Site6,2026-02-16,150.0
1290,Site6,2026-02-23,150.0
1290,Site6,2026-03-02,150.0
1290,Site6,2026-03-09,150.0
1290,Site6,2026-03-16,150.0
1290,Site6,2026-03-23,150.0
1290,Site6,2026-03-30,150.0
1290,Site6,2026-04-06,120.0
1290,Site6,2026-04-13,120.0
1290,Site6,2026-04-20,120.0
1290,Site6,2026-04-27,120.0
1290,Site6,2026-05-04,150.0
1290,Site6,2026-05-11,150.0
1290,Site6,2026-05-18,150.0
1290,Site6,2026-05-25,150.0
1290,Site6,2026-06-01,150.0
1290,Site6,2026-06-08,150.0
1290,Site6,2026-06-15,150.0
1290,Site6,2026-06-22,150.0
1290,Site6,2026-06-29,150.0
1290,Site6,2026-07-06,120.0
1290,Site6,2026-07-13,120.0
1290,Site6,2026-07-20,120.0
1290,Site6,2026-07-27,120.0
1290,Site6,2026-08-03,150.0
1290,Site6,2026-08-10,150.0
1290,Site6,2026-08-17,150.0
1290,Site6,2026-08-24,150.0
1290,Site6,2026-08-31,150.0
1290,Site6,2026-09-07,120.0
1290,Site6,2026-09-14,120.0
1290,Site6,2026-09-21,120.0
1290,Site6,2026-09-28,120.0
1290,Site6,2026-10-05,150.0
1290,Site6,2026-10-12,150.0
1290,Site6,2026-10-19,150.0
1290,Site6,2026-10-26,150.0
1290,Site6,2026-11-02,150.0
1290,Site6,2026-11-09,150.0
1290,Site6,2026-11-16,150.0
1290,Site6,2026-11-23,150.0
1290,Site6,2026-11-30,150.0
1290,Site6,2026-12-07,120.0
1290,Site6,2026-12-14,120.0
1290,Site6,2026-12-21,120.0
1290,Site6,2026-12-28,120.0
1290,Site1,2026-02-09,529.25
1290,Site1,2026-02-16,529.25
1290,Site1,2026-02-23,529.25
1290,Site1,2026-03-02,529.25
1290,Site1,2026-03-09,529.25
1290,Site1,2026-03-16,529.25
1290,Site1,2026-03-23,529.25
1290,Site1,2026-03-30,529.25
1290,Site1,2026-04-06,423.4
1290,Site1,2026-04-13,423.4
1290,Site1,2026-04-20,423.4
1290,Site1,2026-04-27,423.4
1290,Site1,2026-05-04,529.25
1290,Site1,2026-05-11,529.25
1290,Site1,2026-05-18,529.25
1290,Site1,2026-05-25,529.25
1290,Site1,2026-06-01,529.25
1290,Site1,2026-06-08,529.25
1290,Site1,2026-06-15,529.25
1290,Site1,2026-06-22,529.25
1290,Site1,2026-06-29,529.25
1290,Site1,2026-07-06,423.4
1290,Site1,2026-07-13,423.4
1290,Site1,2026-07-20,423.4
1290,Site1,2026-07-27,423.4
1290,Site1,2026-08-03,529.25
1290,Site1,2026-08-10,529.25
1290,Site1,2026-08-17,529.25
1290,Site1,2026-08-24,529.25
1290,Site1,2026-08-31,529.25
1290,Site1,2026-09-07,423.4
1290,Site1,2026-09-14,423.4
1290,Site1,2026-09-21,423.4
1290,Site1,2026-09-28,423.4
1290,Site1,2026-10-05,529.25
1290,Site1,2026-10-12,529.25
1290,Site1,2026-10-19,529.25
1290,Site1,2026-10-26,529.25
1290,Site1,2026-11-02,529.25
1290,Site1,2026-11-09,529.25
1290,Site1,2026-11-16,529.25
1290,Site1,2026-11-23,529.25
1290,Site1,2026-11-30,529.25
1290,Site1,2026-12-07,423.4
1290,Site1,2026-12-14,423.4
1290,Site1,2026-12-21,423.4
1290,Site1,2026-12-28,423.4
1291,Site6,2026-02-09,128.25
1291,Site6,2026-02-16,128.25
1291,Site6,2026-02-23,128.25
1291,Site6,2026-03-02,128.25
1291,Site6,2026-03-09,128.25
1291,Site6,2026-03-16,128.25
1291,Site6,2026-03-23,128.25
1291,Site6,2026-03-30,128.25
1291,Site6,2026-04-06,102.6
1291,Site6,2026-04-13,102.6
1291,Site6,2026-04-20,102.6
1291,Site6,2026-04-27,102.6
1291,Site6,2026-05-04,128.25
1291,Site6,2026-05-11,128.25
1291,Site6,2026-05-18,128.25
1291,Site6,2026-05-25,128.25
1291,Site6,2026-06-01,128.25
1291,Site6,2026-06-08,128.25
1291,Site6,2026-06-15,128.25
1291,Site6,2026-06-22,128.25
1291,Site6,2026-06-29,128.25
1291,Site6,2026-07-06,102.6
1291,Site6,2026-07-13,102.6
1291,Site6,2026-07-20,102.6
1291,Site6,2026-07-27,102.6
1291,Site6,2026-08-03,128.25
1291,Site6,2026-08-10,128.25
1291,Site6,2026-08-17,128.25
1291,Site6,2026-08-24,128.25
1291,Site6,2026-08-31,128.25
1291,Site6,2026-09-07,102.6
1291,Site6,2026-09-14,102.6
1291,Site6,2026-09-21,102.6
1291,Site6,2026-09-28,102.6
1291,Site6,2026-10-05,128.25
1291,Site6,2026-10-12,128.25
1291,Site6,2026-10-19,128.25
1291,Site6,2026-10-26,128.25
1291,Site6,2026-11-02,128.25
1291,Site6,2026-11-09,128.25
1291,Site6,2026-11-16,128.25
1291,Site6,2026-11-23,128.25
1291,Site6,2026-11-30,128.25
1291,Site6,2026-12-07,102.6
1291,Site6,2026-12-14,102.6
1291,Site6,2026-12-21,102.6
1291,Site6,2026-12-28,102.6
1291,Site1,2026-02-09,880.0
1291,Site1,2026-02-16,880.0
1291,Site1,2026-02-23,880.0
1291,Site1,2026-03-02,845.0
1291,Site1,2026-03-09,845.0
1291,Site1,2026-03-16,845.0
1291,Site1,2026-03-23,845.0
1291,Site1,2026-03-30,845.0
1291,Site1,2026-04-06,630.8
1291,Site1,2026-04-13,630.8
1291,Site1,2026-04-20,630.8
1291,Site1,2026-04-27,630.8
1291,Site1,2026-05-04,929.0
1291,Site1,2026-05-11,929.0
1291,Site1,2026-05-18,929.0
1291,Site1,2026-05-25,929.0
1291,Site1,2026-06-01,788.5
1291,Site1,2026-06-08,788.5
1291,Site1,2026-06-15,788.5
1291,Site1,2026-06-22,788.5
1291,Site1,2026-06-29,788.5
1291,Site1,2026-07-06,646.0
1291,Site1,2026-07-13,646.0
1291,Site1,2026-07-20,646.0
1291,Site1,2026-07-27,646.0
1291,Site1,2026-08-03,813.25
1291,Site1,2026-08-10,813.25
1291,Site1,2026-08-17,813.25
1291,Site1,2026-08-24,813.25
1291,Site1,2026-08-31,813.25
1291,Site1,2026-09-07,533.6
1291,Site1,2026-09-14,533.6
1291,Site1,2026-09-21,533.6
1291,Site1,2026-09-28,533.6
1291,Site1,2026-10-05,403.25
1291,Site1,2026-10-12,403.25
1291,Site1,2026-10-19,403.25
1291,Site1,2026-10-26,403.25
1291,Site1,2026-11-02,403.25
1291,Site1,2026-11-09,403.25
1291,Site1,2026-11-16,403.25
1291,Site1,2026-11-23,403.25
1291,Site1,2026-11-30,403.25
1291,Site1,2026-12-07,322.6
1291,Site1,2026-12-14,322.6
1291,Site1,2026-12-21,322.6
1291,Site1,2026-12-28,322.6
1292,Site4,2026-02-09,85.0
1292,Site4,2026-02-16,85.0
1292,Site4,2026-02-23,85.0
1292,Site4,2026-03-02,85.0
1292,Site4,2026-03-09,85.0
1292,Site4,2026-03-16,85.0
1292,Site4,2026-03-23,85.0
1292,Site4,2026-03-30,85.0
1292,Site4,2026-04-06,68.0
1292,Site4,2026-04-13,68.0
1292,Site4,2026-04-20,68.0
1292,Site4,2026-04-27,68.0
1292,Site4,2026-05-04,85.0
1292,Site4,2026-05-11,85.0
1292,Site4,2026-05-18,85.0
1292,Site4,2026-05-25,85.0
1292,Site4,2026-06-01,85.0
1292,Site4,2026-06-08,85.0
1292,Site4,2026-06-15,85.0
1292,Site4,2026-06-22,85.0
1292,Site4,2026-06-29,85.0
1292,Site4,2026-07-06,68.0
1292,Site4,2026-07-13,68.0
1292,Site4,2026-07-20,68.0
1292,Site4,2026-07-27,68.0
1292,Site4,2026-08-03,85.0
1292,Site4,2026-08-10,85.0
1292,Site4,2026-08-17,85.0
1292,Site4,2026-08-24,85.0
1292,Site4,2026-08-31,85.0
1292,Site4,2026-09-07,68.0
1292,Site4,2026-09-14,68.0
1292,Site4,2026-09-21,68.0
1292,Site4,2026-09-28,68.0
1292,Site4,2026-10-05,85.0
1292,Site4,2026-10-12,85.0
1292,Site4,2026-10-19,85.0
1292,Site4,2026-10-26,85.0
1292,Site4,2026-11-02,85.0
1292,Site4,2026-11-09,85.0
1292,Site4,2026-11-16,85.0
1292,Site4,2026-11-23,85.0
1292,Site4,2026-11-30,85.0
1292,Site4,2026-12-07,68.0
1292,Site4,2026-12-14,68.0
1292,Site4,2026-12-21,68.0
1292,Site4,2026-12-28,68.0
1292,Site6,2026-02-09,75.0
1292,Site6,2026-02-16,75.0
1292,Site6,2026-02-23,75.0
1292,Site6,2026-03-02,75.0
1292,Site6,2026-03-09,75.0
1292,Site6,2026-03-16,75.0
1292,Site6,2026-03-23,75.0
1292,Site6,2026-03-30,75.0
1292,Site6,2026-04-06,60.0
1292,Site6,2026-04-13,60.0
1292,Site6,2026-04-20,60.0
1292,Site6,2026-04-27,60.0
1292,Site6,2026-05-04,75.0
1292,Site6,2026-05-11,75.0
1292,Site6,2026-05-18,75.0
1292,Site6,2026-05-25,75.0
1292,Site6,2026-06-01,75.0
1292,Site6,2026-06-08,75.0
1292,Site6,2026-06-15,75.0
1292,Site6,2026-06-22,75.0
1292,Site6,2026-06-29,75.0
1292,Site6,2026-07-06,60.0
1292,Site6,2026-07-13,60.0
1292,Site6,2026-07-20,60.0
1292,Site6,2026-07-27,60.0
1292,Site6,2026-08-03,75.0
1292,Site6,2026-08-10,75.0
1292,Site6,2026-08-17,75.0
1292,Site6,2026-08-24,75.0
1292,Site6,2026-08-31,75.0
1292,Site6,2026-09-07,60.0
1292,Site6,2026-09-14,60.0
1292,Site6,2026-09-21,60.0
1292,Site6,2026-09-28,60.0
1292,Site6,2026-10-05,75.0
1292,Site6,2026-10-12,75.0
1292,Site6,2026-10-19,75.0
1292,Site6,2026-10-26,75.0
1292,Site6,2026-11-02,75.0
1292,Site6,2026-11-09,75.0
1292,Site6,2026-11-16,75.0
1292,Site6,2026-11-23,75.0
1292,Site6,2026-11-30,75.0
1292,Site6,2026-12-07,60.0
1292,Site6,2026-12-14,60.0
1292,Site6,2026-12-21,60.0
1292,Site6,2026-12-28,60.0
1292,Site1,2026-02-09,740.5
1292,Site1,2026-02-16,740.5
1292,Site1,2026-02-23,740.5
1292,Site1,2026-03-02,740.5
1292,Site1,2026-03-09,740.5
1292,Site1,2026-03-16,740.5
1292,Site1,2026-03-23,740.5
1292,Site1,2026-03-30,740.5
1292,Site1,2026-04-06,577.6
1292,Site1,2026-04-13,577.6
1292,Site1,2026-04-20,577.6
1292,Site1,2026-04-27,577.6
1292,Site1,2026-05-04,722.0
1292,Site1,2026-05-11,722.0
1292,Site1,2026-05-18,722.0
1292,Site1,2026-05-25,722.0
1292,Site1,2026-06-01,722.0
1292,Site1,2026-06-08,722.0
1292,Site1,2026-06-15,722.0
1292,Site1,2026-06-22,722.0
1292,Site1,2026-06-29,722.0
1292,Site1,2026-07-06,577.6
1292,Site1,2026-07-13,577.6
1292,Site1,2026-07-20,577.6
1292,Site1,2026-07-27,577.6
1292,Site1,2026-08-03,722.0
1292,Site1,2026-08-10,722.0
1292,Site1,2026-08-17,722.0
1292,Site1,2026-08-24,722.0
1292,Site1,2026-08-31,722.0
1292,Site1,2026-09-07,370.0
1292,Site1,2026-09-14,370.0
1292,Site1,2026-09-21,370.0
1292,Site1,2026-09-28,370.0
1292,Site1,2026-10-05,462.5
1292,Site1,2026-10-12,462.5
1292,Site1,2026-10-19,462.5
1292,Site1,2026-10-26,462.5
1292,Site1,2026-11-02,462.5
1292,Site1,2026-11-09,462.5
1292,Site1,2026-11-16,462.5
1292,Site1,2026-11-23,462.5
1292,Site1,2026-11-30,462.5
1292,Site1,2026-12-07,370.0
1292,Site1,2026-12-14,370.0
1292,Site1,2026-12-21,370.0
1292,Site1,2026-12-28,370.0
1293,Site3,2026-02-09,0.0
1293,Site3,2026-02-16,0.0
1293,Site3,2026-02-23,0.0
1293,Site3,2026-03-02,0.0
1293,Site3,2026-03-09,0.0
1293,Site3,2026-03-16,0.0
1293,Site3,2026-03-23,0.0
1293,Site3,2026-03-30,0.0
1293,Site3,2026-04-06,96.0
1293,Site3,2026-04-13,96.0
1293,Site3,2026-04-20,96.0
1293,Site3,2026-04-27,96.0
1293,Site3,2026-05-04,120.0
1293,Site3,2026-05-11,120.0
1293,Site3,2026-05-18,120.0
1293,Site3,2026-05-25,120.0
1293,Site3,2026-06-01,120.0
1293,Site3,2026-06-08,120.0
1293,Site3,2026-06-15,120.0
1293,Site3,2026-06-22,120.0
1293,Site3,2026-06-29,120.0
1293,Site3,2026-07-06,96.0
1293,Site3,2026-07-13,96.0
1293,Site3,2026-07-20,96.0
1293,Site3,2026-07-27,96.0
1293,Site3,2026-08-03,120.0
1293,Site3,2026-08-10,120.0
1293,Site3,2026-08-17,120.0
1293,Site3,2026-08-24,120.0
1293,Site3,2026-08-31,120.0
1293,Site3,2026-09-07,25.0
1293,Site3,2026-09-14,25.0
1293,Site3,2026-09-21,25.0
1293,Site3,2026-09-28,25.0
1293,Site3,2026-10-05,120.0
1293,Site3,2026-10-12,120.0
1293,Site3,2026-10-19,120.0
1293,Site3,2026-10-26,120.0
1293,Site3,2026-11-02,120.0
1293,Site3,2026-11-09,120.0
1293,Site3,2026-11-16,120.0
1293,Site3,2026-11-23,120.0
1293,Site3,2026-11-30,120.0
1293,Site3,2026-12-07,96.0
1293,Site3,2026-12-14,96.0
1293,Site3,2026-12-21,96.0
1293,Site3,2026-12-28,96.0
1293,Site1,2026-02-09,0.0
1293,Site1,2026-02-16,0.0
1293,Site1,2026-02-23,0.0
1293,Site1,2026-03-02,0.0
1293,Site1,2026-03-09,0.0
1293,Site1,2026-03-16,0.0
1293,Site1,2026-03-23,0.0
1293,Site1,2026-03-30,0.0
1293,Site1,2026-04-06,213.78
1293,Site1,2026-04-13,213.78
1293,Site1,2026-04-20,213.78
1293,Site1,2026-04-27,213.78
1293,Site1,2026-05-04,284.6
1293,Site1,2026-05-11,284.6
1293,Site1,2026-05-18,284.6
1293,Site1,2026-05-25,284.6
1293,Site1,2026-06-01,308.35
1293,Site1,2026-06-08,308.35
1293,Site1,2026-06-15,308.35
1293,Site1,2026-06-22,308.35
1293,Site1,2026-06-29,308.35
1293,Site1,2026-07-06,333.08
1293,Site1,2026-07-13,333.08
1293,Site1,2026-07-20,333.08
1293,Site1,2026-07-27,333.08
1293,Site1,2026-08-03,447.46
1293,Site1,2026-08-10,447.46
1293,Site1,2026-08-17,447.46
1293,Site1,2026-08-24,447.46
1293,Site1,2026-08-31,447.46
1293,Site1,2026-09-07,262.58
1293,Site1,2026-09-14,262.58
1293,Site1,2026-09-21,262.58
1293,Site1,2026-09-28,262.58
1293,Site1,2026-10-05,331.42
1293,Site1,2026-10-12,331.42
1293,Site1,2026-10-19,331.42
1293,Site1,2026-10-26,331.42
1293,Site1,2026-11-02,434.6
1293,Site1,2026-11-09,434.6
1293,Site1,2026-11-16,434.6
1293,Site1,2026-11-23,434.6
1293,Site1,2026-11-30,434.6
1293,Site1,2026-12-07,392.57
1293,Site1,2026-12-14,392.57
1293,Site1,2026-12-21,392.57
1293,Site1,2026-12-28,392.57
1294,Site3,2026-02-09,0.0
1294,Site3,2026-02-16,0.0
1294,Site3,2026-02-23,0.0
1294,Site3,2026-03-02,0.0
1294,Site3,2026-03-09,0.0
1294,Site3,2026-03-16,0.0
1294,Site3,2026-03-23,0.0
1294,Site3,2026-03-30,0.0
1294,Site3,2026-04-06,40.0
1294,Site3,2026-04-13,40.0
1294,Site3,2026-04-20,40.0
1294,Site3,2026-04-27,40.0
1294,Site3,2026-05-04,50.0
1294,Site3,2026-05-11,50.0
1294,Site3,2026-05-18,50.0
1294,Site3,2026-05-25,50.0
1294,Site3,2026-06-01,50.0
1294,Site3,2026-06-08,50.0
1294,Site3,2026-06-15,50.0
1294,Site3,2026-06-22,50.0
1294,Site3,2026-06-29,50.0
1294,Site3,2026-07-06,40.0
1294,Site3,2026-07-13,40.0
1294,Site3,2026-07-20,40.0
1294,Site3,2026-07-27,40.0
1294,Site3,2026-08-03,50.0
1294,Site3,2026-08-10,50.0
1294,Site3,2026-08-17,50.0
1294,Site3,2026-08-24,50.0
1294,Site3,2026-08-31,50.0
1294,Site3,2026-09-07,40.0
1294,Site3,2026-09-14,40.0
1294,Site3,2026-09-21,40.0
1294,Site3,2026-09-28,40.0
1294,Site3,2026-10-05,50.0
1294,Site3,2026-10-12,50.0
1294,Site3,2026-10-19,50.0
1294,Site3,2026-10-26,50.0
1294,Site3,2026-11-02,50.0
1294,Site3,2026-11-09,50.0
1294,Site3,2026-11-16,50.0
1294,Site3,2026-11-23,50.0
1294,Site3,2026-11-30,50.0
1294,Site3,2026-12-07,40.0
1294,Site3,2026-12-14,40.0
1294,Site3,2026-12-21,40.0
1294,Site3,2026-12-28,40.0
1341,Site3,2026-02-09,144.0
1341,Site3,2026-02-16,144.0
1341,Site3,2026-02-23,144.0
1341,Site3,2026-03-02,108.0
1341,Site3,2026-03-09,108.0
1341,Site3,2026-03-16,108.0
1341,Site3,2026-03-23,108.0
1341,Site3,2026-03-30,108.0
1341,Site3,2026-04-06,115.2
1341,Site3,2026-04-13,115.2
1341,Site3,2026-04-20,115.2
1341,Site3,2026-04-27,115.2
1341,Site3,2026-05-04,108.0
1341,Site3,2026-05-11,108.0
1341,Site3,2026-05-18,108.0
1341,Site3,2026-05-25,108.0
1341,Site3,2026-06-01,144.0
1341,Site3,2026-06-08,144.0
1341,Site3,2026-06-15,144.0
1341,Site3,2026-06-22,144.0
1341,Site3,2026-06-29,144.0
1341,Site3,2026-07-06,86.4
1341,Site3,2026-07-13,86.4
1341,Site3,2026-07-20,86.4
1341,Site3,2026-07-27,86.4
1341,Site3,2026-08-03,144.0
1341,Site3,2026-08-10,144.0
1341,Site3,2026-08-17,144.0
1341,Site3,2026-08-24,144.0
1341,Site3,2026-08-31,144.0
1341,Site3,2026-09-07,86.4
1341,Site3,2026-09-14,86.4
1341,Site3,2026-09-21,86.4
1341,Site3,2026-09-28,86.4
1341,Site3,2026-10-05,144.0
1341,Site3,2026-10-12,144.0
1341,Site3,2026-10-19,144.0
1341,Site3,2026-10-26,144.0
1341,Site3,2026-11-02,108.0
1341,Site3,2026-11-09,108.0
1341,Site3,2026-11-16,108.0
1341,Site3,2026-11-23,108.0
1341,Site3,2026-11-30,108.0
1341,Site3,2026-12-07,115.2
1341,Site3,2026-12-14,115.2
1341,Site3,2026-12-21,115.2
1341,Site3,2026-12-28,115.2
1341,Site1,2026-02-09,615.5
1341,Site1,2026-02-16,615.5
1341,Site1,2026-02-23,615.5
1341,Site1,2026-03-02,683.75
1341,Site1,2026-03-09,683.75
1341,Site1,2026-03-16,683.75
1341,Site1,2026-03-23,683.75
1341,Site1,2026-03-30,683.75
1341,Site1,2026-04-06,551.4
1341,Site1,2026-04-13,522.6
1341,Site1,2026-04-20,522.6
1341,Site1,2026-04-27,522.6
1341,Site1,2026-05-04,639.2
1341,Site1,2026-05-11,668.0
1341,Site1,2026-05-18,668.0
1341,Site1,2026-05-25,668.0
1341,Site1,2026-06-01,691.0
1341,Site1,2026-06-08,691.0
1341,Site1,2026-06-15,691.0
1341,Site1,2026-06-22,691.0
1341,Site1,2026-06-29,691.0
1341,Site1,2026-07-06,567.0
1341,Site1,2026-07-13,538.2
1341,Site1,2026-07-20,538.2
1341,Site1,2026-07-27,538.2
1341,Site1,2026-08-03,633.95
1341,Site1,2026-08-10,662.75
1341,Site1,2026-08-17,662.75
1341,Site1,2026-08-24,662.75
1341,Site1,2026-08-31,662.75
1341,Site1,2026-09-07,558.6
1341,Site1,2026-09-14,558.6
1341,Site1,2026-09-21,558.6
1341,Site1,2026-09-28,558.6
1341,Site1,2026-10-05,638.7
1341,Site1,2026-10-12,667.5
1341,Site1,2026-10-19,667.5
1341,Site1,2026-10-26,667.5
1341,Site1,2026-11-02,670.0
1341,Site1,2026-11-09,670.0
1341,Site1,2026-11-16,670.0
1341,Site1,2026-11-23,670.0
1341,Site1,2026-11-30,670.0
1341,Site1,2026-12-07,564.2
1341,Site1,2026-12-14,564.2
1341,Site1,2026-12-21,564.2
1341,Site1,2026-12-28,564.2
1342,Site1,2026-02-09,437.0
1342,Site1,2026-02-16,437.0
1342,Site1,2026-02-23,437.0
1342,Site1,2026-03-02,439.25
1342,Site1,2026-03-09,439.25
1342,Site1,2026-03-16,439.25
1342,Site1,2026-03-23,439.25
1342,Site1,2026-03-30,439.25
1342,Site1,2026-04-06,353.2
1342,Site1,2026-04-13,353.2
1342,Site1,2026-04-20,353.2
1342,Site1,2026-04-27,353.2
1342,Site1,2026-05-04,451.25
1342,Site1,2026-05-11,451.25
1342,Site1,2026-05-18,451.25
1342,Site1,2026-05-25,451.25
1342,Site1,2026-06-01,446.0
1342,Site1,2026-06-08,446.0
1342,Site1,2026-06-15,446.0
1342,Site1,2026-06-22,446.0
1342,Site1,2026-06-29,446.0
1342,Site1,2026-07-06,374.4
1342,Site1,2026-07-13,374.4
1342,Site1,2026-07-20,374.4
1342,Site1,2026-07-27,374.4
1342,Site1,2026-08-03,450.25
1342,Site1,2026-08-10,450.25
1342,Site1,2026-08-17,450.25
1342,Site1,2026-08-24,450.25
1342,Site1,2026-08-31,450.25
1342,Site1,2026-09-07,362.0
1342,Site1,2026-09-14,362.0
1342,Site1,2026-09-21,362.0
1342,Site1,2026-09-28,362.0
1342,Site1,2026-10-05,454.75
1342,Site1,2026-10-12,454.75
1342,Site1,2026-10-19,454.75
1342,Site1,2026-10-26,454.75
1342,Site1,2026-11-02,457.0
1342,Site1,2026-11-09,457.0
1342,Site1,2026-11-16,457.0
1342,Site1,2026-11-23,457.0
1342,Site1,2026-11-30,457.0
1342,Site1,2026-12-07,367.4
1342,Site1,2026-12-14,367.4
1342,Site1,2026-12-21,367.4
1342,Site1,2026-12-28,367.4
1345,Site1,2026-02-09,131.75
1345,Site1,2026-02-16,131.75
1345,Site1,2026-02-23,131.75
1345,Site1,2026-03-02,52.0
1345,Site1,2026-03-09,52.0
1345,Site1,2026-03-16,52.0
1345,Site1,2026-03-23,52.0
1345,Site1,2026-03-30,52.0
1345,Site1,2026-04-06,97.8
1345,Site1,2026-04-13,97.8
1345,Site1,2026-04-20,97.8
1345,Site1,2026-04-27,97.8
1345,Site1,2026-05-04,132.5
1345,Site1,2026-05-11,132.5
1345,Site1,2026-05-18,132.5
1345,Site1,2026-05-25,132.5
1345,Site1,2026-06-01,132.75
1345,Site1,2026-06-08,132.75
1345,Site1,2026-06-15,132.75
1345,Site1,2026-06-22,132.75
1345,Site1,2026-06-29,132.75
1345,Site1,2026-07-06,106.4
1345,Site1,2026-07-13,106.4
1345,Site1,2026-07-20,106.4
1345,Site1,2026-07-27,106.4
1345,Site1,2026-08-03,133.5
1345,Site1,2026-08-10,133.5
1345,Site1,2026-08-17,133.5
1345,Site1,2026-08-24,133.5
1345,Site1,2026-08-31,133.5
1345,Site1,2026-09-07,107.0
1345,Site1,2026-09-14,107.0
1345,Site1,2026-09-21,107.0
1345,Site1,2026-09-28,107.0
1345,Site1,2026-10-05,134.0
1345,Site1,2026-10-12,134.0
1345,Site1,2026-10-19,134.0
1345,Site1,2026-10-26,134.0
1345,Site1,2026-11-02,134.25
1345,Site1,2026-11-09,134.25
1345,Site1,2026-11-16,134.25
1345,Site1,2026-11-23,134.25
1345,Site1,2026-11-30,134.25
1345,Site1,2026-12-07,107.6
1345,Site1,2026-12-14,107.6
1345,Site1,2026-12-21,107.6
1345,Site1,2026-12-28,107.6
1347,Site1,2026-02-09,168.5
1347,Site1,2026-02-16,168.5
1347,Site1,2026-02-23,168.5
1347,Site1,2026-03-02,88.5
1347,Site1,2026-03-09,88.5
1347,Site1,2026-03-16,88.5
1347,Site1,2026-03-23,88.5
1347,Site1,2026-03-30,88.5
1347,Site1,2026-04-06,134.8
1347,Site1,2026-04-13,134.8
1347,Site1,2026-04-20,134.8
1347,Site1,2026-04-27,134.8
1347,Site1,2026-05-04,161.0
1347,Site1,2026-05-11,161.0
1347,Site1,2026-05-18,161.0
1347,Site1,2026-05-25,161.0
1347,Site1,2026-06-01,168.5
1347,Site1,2026-06-08,168.5
1347,Site1,2026-06-15,168.5
1347,Site1,2026-06-22,168.5
1347,Site1,2026-06-29,168.5
1347,Site1,2026-07-06,134.8
1347,Site1,2026-07-13,134.8
1347,Site1,2026-07-20,134.8
1347,Site1,2026-07-27,134.8
1347,Site1,2026-08-03,168.5
1347,Site1,2026-08-10,168.5
1347,Site1,2026-08-17,168.5
1347,Site1,2026-08-24,168.5
1347,Site1,2026-08-31,168.5
1347,Site1,2026-09-07,134.8
1347,Site1,2026-09-14,134.8
1347,Site1,2026-09-21,134.8
1347,Site1,2026-09-28,134.8
1347,Site1,2026-10-05,168.5
1347,Site1,2026-10-12,168.5
1347,Site1,2026-10-19,168.5
1347,Site1,2026-10-26,168.5
1347,Site1,2026-11-02,168.5
1347,Site1,2026-11-09,168.5
1347,Site1,2026-11-16,168.5
1347,Site1,2026-11-23,168.5
1347,Site1,2026-11-30,168.5
1347,Site1,2026-12-07,134.8
1347,Site1,2026-12-14,134.8
1347,Site1,2026-12-21,134.8
1347,Site1,2026-12-28,134.8
1349,Site1,2026-02-09,17.75
1349,Site1,2026-02-16,17.75
1349,Site1,2026-02-23,17.75
1349,Site1,2026-03-02,18.0
1349,Site1,2026-03-09,18.0
1349,Site1,2026-03-16,18.0
1349,Site1,2026-03-23,18.0
1349,Site1,2026-03-30,18.0
1349,Site1,2026-04-06,14.6
1349,Site1,2026-04-13,14.6
1349,Site1,2026-04-20,14.6
1349,Site1,2026-04-27,14.6
1349,Site1,2026-05-04,14.75
1349,Site1,2026-05-11,14.75
1349,Site1,2026-05-18,14.75
1349,Site1,2026-05-25,14.75
1349,Site1,2026-06-01,18.75
1349,Site1,2026-06-08,18.75
1349,Site1,2026-06-15,18.75
1349,Site1,2026-06-22,18.75
1349,Site1,2026-06-29,18.75
1349,Site1,2026-07-06,15.2
1349,Site1,2026-07-13,15.2
1349,Site1,2026-07-20,15.2
1349,Site1,2026-07-27,15.2
1349,Site1,2026-08-03,19.25
1349,Site1,2026-08-10,19.25
1349,Site1,2026-08-17,19.25
1349,Site1,2026-08-24,19.25
1349,Site1,2026-08-31,19.25
1349,Site1,2026-09-07,15.6
1349,Site1,2026-09-14,15.6
1349,Site1,2026-09-21,15.6
1349,Site1,2026-09-28,15.6
1349,Site1,2026-10-05,19.75
1349,Site1,2026-10-12,19.75
1349,Site1,2026-10-19,19.75
1349,Site1,2026-10-26,19.75
1349,Site1,2026-11-02,20.0
1349,Site1,2026-11-09,20.0
1349,Site1,2026-11-16,20.0
1349,Site1,2026-11-23,20.0
1349,Site1,2026-11-30,20.0
1349,Site1,2026-12-07,16.2
1349,Site1,2026-12-14,16.2
1349,Site1,2026-12-21,16.2
1349,Site1,2026-12-28,16.2
1350,Site1,2026-02-09,16.25
1350,Site1,2026-02-16,16.25
1350,Site1,2026-02-23,16.25
1350,Site1,2026-03-02,16.25
