annee_sem,code_article,code_site,ventes,appros,stock,ventes_prev,couverture,stock_init,ventes_cum,appros_cum
2026-09,1353,Site1,58.75,0.0,898.75,58.75,15.3,1075.0,176.25,0.0
2026-10,1353,Site1,59.0,0.0,839.75,58.81,14.28,1075.0,235.25,0.0
2026-11,1353,Site1,59.0,0.0,780.75,58.85,13.27,1075.0,294.25,0.0
2026-12,1353,Site1,59.0,0.0,721.75,58.88,12.26,1075.0,353.25,0.0
2026-13,1353,Site1,59.0,0.0,662.75,58.89,11.25,1075.0,412.25,0.0
2026-14,1353,Site1,59.0,0.0,603.75,58.91,10.25,1075.0,471.25,0.0
2026-15,1353,Site1,41.4,0.0,562.35,56.96,9.87,1075.0,512.65,0.0
2026-16,1353,Site1,41.4,0.0,520.95,55.4,9.4,1075.0,554.05,0.0
2026-17,1353,Site1,41.4,0.0,479.55,54.13,8.86,1075.0,595.45,0.0
2026-18,1353,Site1,41.4,0.0,438.15,53.07,8.26,1075.0,636.85,0.0
2026-19,1353,Site1,61.75,0.0,376.4,53.74,7.0,1075.0,698.6,0.0
2026-20,1353,Site1,61.75,0.0,314.65,54.31,5.79,1075.0,760.35,0.0
2026-21,1353,Site1,61.75,0.0,252.9,54.81,4.61,1075.0,822.1,0.0
2026-22,1353,Site1,61.75,0.0,191.15,55.24,3.46,1075.0,883.85,0.0
2026-23,1353,Site1,102.0,0.0,89.15,57.99,1.54,1075.0,985.85,0.0
2026-24,1353,Site1,102.0,0.0,-12.85,60.44,-0.21,1075.0,1087.85,0.0
2026-25,1353,Site1,102.0,0.0,-114.85,62.62,-1.83,1075.0,1189.85,0.0
2026-26,1353,Site1,102.0,0.0,-216.85,64.59,-3.36,1075.0,1291.85,0.0
2026-27,1353,Site1,102.0,0.0,-318.85,66.37,-4.8,1075.0,1393.85,0.0
2026-28,1353,Site1,109.6,0.0,-428.45,68.34,-6.27,1075.0,1503.45,0.0
2026-29,1353,Site1,109.6,0.0,-538.05,70.13,-7.67,1075.0,1613.05,0.0
2026-30,1353,Site1,109.6,0.0,-647.65,71.78,-9.02,1075.0,1722.65,0.0
2026-31,1353,Site1,109.6,0.0,-757.25,73.29,-10.33,1075.0,1832.25,0.0
2026-32,1353,Site1,59.75,0.0,-817.0,72.77,-11.23,1075.0,1892.0,0.0
2026-33,1353,Site1,59.75,0.0,-876.75,72.29,-12.13,1075.0,1951.75,0.0
2026-34,1353,Site1,59.75,0.0,-936.5,71.84,-13.04,1075.0,2011.5,0.0
2026-35,1353,Site1,59.75,0.0,-996.25,71.42,-13.95,1075.0,2071.25,0.0
2026-36,1353,Site1,59.75,0.0,-1056.0,71.03,-14.87,1075.0,2131.0,0.0
2026-37,1353,Site1,48.0,0.0,-1104.0,70.29,-15.71,1075.0,2179.0,0.0
2026-38,1353,Site1,48.0,0.0,-1152.0,69.59,-16.55,1075.0,2227.0,0.0
2026-39,1353,Site1,48.0,0.0,-1200.0,68.94,-17.41,1075.0,2275.0,0.0
2026-40,1353,Site1,48.0,0.0,-1248.0,68.32,-18.27,1075.0,2323.0,0.0
2026-41,1353,Site1,60.0,0.0,-1308.0,68.09,-19.21,1075.0,2383.0,0.0
2026-42,1353,Site1,60.0,0.0,-1368.0,67.86,-20.16,1075.0,2443.0,0.0
2026-43,1353,Site1,60.0,0.0,-1428.0,67.65,-21.11,1075.0,2503.0,0.0
2026-07,1354,Site1,21.0,0.0,160.0,21.0,7.62,181.0,21.0,0.0
2026-08,1354,Site1,21.0,0.0,139.0,21.0,6.62,181.0,42.0,0.0
2026-09,1354,Site1,21.0,0.0,118.0,21.0,5.62,181.0,63.0,0.0
2026-10,1354,Site1,21.75,0.0,96.25,21.19,4.54,181.0,84.75,0.0
2026-11,1354,Site1,21.75,0.0,74.5,21.3,3.5,181.0,106.5,0.0
2026-12,1354,Site1,21.75,300.0,352.75,21.38,16.5,181.0,128.25,300.0
2026-13,1354,Site1,21.75,0.0,331.0,21.43,15.45,181.0,150.0,300.0
2026-14,1354,Site1,21.75,0.0,309.25,21.47,14.4,181.0,171.75,300.0
2026-15,1354,Site1,17.8,0.0,291.45,21.06,13.84,181.0,189.55,300.0
2026-16,1354,Site1,17.8,0.0,273.65,20.74,13.19,181.0,207.35,300.0
2026-17,1354,Site1,17.8,0.0,255.85,20.47,12.5,181.0,225.15,300.0
2026-18,1354,Site1,17.8,0.0,238.05,20.25,11.76,181.0,242.95,300.0
2026-19,1354,Site1,27.75,0.0,210.3,20.82,10.1,181.0,270.7,300.0
2026-20,1354,Site1,27.75,0.0,182.55,21.32,8.56,181.0,298.45,300.0
2026-21,1354,Site1,27.75,0.0,154.8,21.75,7.12,181.0,326.2,300.0
2026-22,1354,Site1,27.75,0.0,127.05,22.12,5.74,181.0,353.95,300.0
2026-23,1354,Site1,23.5,0.0,103.55,22.2,4.66,181.0,377.45,300.0
2026-24,1354,Site1,23.5,0.0,80.05,22.28,3.59,181.0,400.95,300.0
2026-25,1354,Site1,23.5,0.0,56.55,22.34,2.53,181.0,424.45,300.0
2026-26,1354,Site1,23.5,0.0,33.05,22.4,1.48,181.0,447.95,300.0
2026-27,1354,Site1,23.5,0.0,9.55,22.45,0.43,181.0,471.45,300.0
2026-28,1354,Site1,23.2,0.0,-13.65,22.48,-0.61,181.0,494.65,300.0
2026-29,1354,Site1,23.2,0.0,-36.85,22.52,-1.64,181.0,517.85,300.0
2026-30,1354,Site1,23.2,0.0,-60.05,22.54,-2.66,181.0,541.05,300.0
2026-31,1354,Site1,23.2,0.0,-83.25,22.57,-3.69,181.0,564.25,300.0
2026-32,1354,Site1,24.5,0.0,-107.75,22.64,-4.76,181.0,588.75,300.0
2026-33,1354,Site1,24.5,0.0,-132.25,22.71,-5.82,181.0,613.25,300.0
2026-34,1354,Site1,24.5,0.0,-156.75,22.78,-6.88,181.0,637.75,300.0
2026-35,1354,Site1,24.5,0.0,-181.25,22.84,-7.94,181.0,662.25,300.0
2026-36,1354,Site1,24.5,0.0,-205.75,22.89,-8.99,181.0,686.75,300.0
2026-37,1354,Site1,20.2,0.0,-225.95,22.8,-9.91,181.0,706.95,300.0
2026-38,1354,Site1,20.2,0.0,-246.15,22.72,-10.83,181.0,727.15,300.0
2026-39,1354,Site1,20.2,0.0,-266.35,22.65,-11.76,181.0,747.35,300.0
2026-40,1354,Site1,20.2,0.0,-286.55,22.58,-12.69,181.0,767.55,300.0
2026-41,1354,Site1,25.75,0.0,-312.3,22.67,-13.78,181.0,793.3,300.0
2026-42,1354,Site1,25.75,0.0,-338.05,22.75,-14.86,181.0,819.05,300.0
2026-43,1354,Site1,25.75,0.0,-363.8,22.83,-15.94,181.0,844.8,300.0
2026-07,1355,Site1,1250.0,0.0,14728.0,1250.0,11.78,15978.0,1250.0,0.0
2026-08,1355,Site1,1250.0,0.0,13478.0,1250.0,10.78,15978.0,2500.0,0.0
2026-09,1355,Site1,1250.0,0.0,12228.0,1250.0,9.78,15978.0,3750.0,0.0
2026-10,1355,Site1,950.0,5432.0,16710.0,1175.0,14.22,15978.0,4700.0,5432.0
2026-11,1355,Site1,950.0,0.0,15760.0,1130.0,13.95,15978.0,5650.0,5432.0
2026-12,1355,Site1,950.0,0.0,14810.0,1100.0,13.46,15978.0,6600.0,5432.0
2026-13,1355,Site1,950.0,0.0,13860.0,1078.57,12.85,15978.0,7550.0,5432.0
2026-14,1355,Site1,950.0,0.0,12910.0,1062.5,12.15,15978.0,8500.0,5432.0
2026-15,1355,Site1,760.0,0.0,12150.0,1028.89,11.81,15978.0,9260.0,5432.0
2026-16,1355,Site1,760.0,0.0,11390.0,1002.0,11.37,15978.0,10020.0,5432.0
2026-17,1355,Site1,760.0,0.0,10630.0,980.0,10.85,15978.0,10780.0,5432.0
2026-18,1355,Site1,760.0,3304.0,13174.0,961.67,13.7,15978.0,11540.0,8736.0
2026-19,1355,Site1,950.0,0.0,12224.0,960.77,12.72,15978.0,12490.0,8736.0
2026-20,1355,Site1,950.0,0.0,11274.0,960.0,11.74,15978.0,13440.0,8736.0
2026-21,1355,Site1,950.0,0.0,10324.0,959.33,10.76,15978.0,14390.0,8736.0
2026-22,1355,Site1,950.0,0.0,9374.0,958.75,9.78,15978.0,15340.0,8736.0
2026-23,1355,Site1,950.0,0.0,8424.0,958.24,8.79,15978.0,16290.0,8736.0
2026-24,1355,Site1,950.0,0.0,7474.0,957.78,7.8,15978.0,17240.0,8736.0
2026-25,1355,Site1,950.0,0.0,6524.0,957.37,6.81,15978.0,18190.0,8736.0
2026-26,1355,Site1,950.0,0.0,5574.0,957.0,5.82,15978.0,19140.0,8736.0
2026-27,1355,Site1,950.0,0.0,4624.0,956.67,4.83,15978.0,20090.0,8736.0
2026-28,1355,Site1,760.0,0.0,3864.0,947.73,4.08,15978.0,20850.0,8736.0
2026-29,1355,Site1,760.0,0.0,3104.0,939.57,3.3,15978.0,21610.0,8736.0
2026-30,1355,Site1,760.0,0.0,2344.0,932.08,2.51,15978.0,22370.0,8736.0
2026-31,1355,Site1,760.0,0.0,1584.0,925.2,1.71,15978.0,23130.0,8736.0
2026-32,1355,Site1,1000.0,0.0,584.0,928.08,0.63,15978.0,24130.0,8736.0
2026-33,1355,Site1,1000.0,0.0,-416.0,930.74,-0.45,15978.0,25130.0,8736.0
2026-34,1355,Site1,1000.0,0.0,-1416.0,933.21,-1.52,15978.0,26130.0,8736.0
2026-35,1355,Site1,1000.0,0.0,-2416.0,935.52,-2.58,15978.0,27130.0,8736.0
2026-36,1355,Site1,1000.0,0.0,-3416.0,937.67,-3.64,15978.0,28130.0,8736.0
2026-37,1355,Site1,840.0,0.0,-4256.0,934.52,-4.55,15978.0,28970.0,8736.0
2026-38,1355,Site1,840.0,0.0,-5096.0,931.56,-5.47,15978.0,29810.0,8736.0
2026-39,1355,Site1,840.0,0.0,-5936.0,928.79,-6.39,15978.0,30650.0,8736.0
2026-40,1355,Site1,840.0,0.0,-6776.0,926.18,-7.32,15978.0,31490.0,8736.0
2026-41,1355,Site1,1050.0,0.0,-7826.0,929.71,-8.42,15978.0,32540.0,8736.0
2026-42,1355,Site1,1050.0,0.0,-8876.0,933.06,-9.51,15978.0,33590.0,8736.0
2026-43,1355,Site1,1050.0,0.0,-9926.0,936.22,-10.6,15978.0,34640.0,8736.0
2026-07,1356,Site1,1000.0,0.0,2507.0,1000.0,2.51,3507.0,1000.0,0.0
2026-08,1356,Site1,1000.0,0.0,1507.0,1000.0,1.51,3507.0,2000.0,0.0
2026-09,1356,Site1,1000.0,0.0,507.0,1000.0,0.51,3507.0,3000.0,0.0
2026-10,1356,Site1,1000.0,2800.0,2307.0,1000.0,2.31,3507.0,4000.0,2800.0
2026-11,1356,Site1,1000.0,0.0,1307.0,1000.0,1.31,3507.0,5000.0,2800.0
2026-12,1356,Site1,1000.0,0.0,307.0,1000.0,0.31,3507.0,6000.0,2800.0
2026-13,1356,Site1,1000.0,0.0,-693.0,1000.0,-0.69,3507.0,7000.0,2800.0
2026-14,1356,Site1,1000.0,3360.0,1667.0,1000.0,1.67,3507.0,8000.0,6160.0
2026-15,1356,Site1,800.0,0.0,867.0,977.78,0.89,3507.0,8800.0,6160.0
2026-16,1356,Site1,800.0,0.0,67.0,960.0,0.07,3507.0,9600.0,6160.0
2026-17,1356,Site1,800.0,0.0,-733.0,945.45,-0.78,3507.0,10400.0,6160.0
2026-18,1356,Site1,800.0,0.0,-1533.0,933.33,-1.64,3507.0,11200.0,6160.0
2026-19,1356,Site1,1000.0,0.0,-2533.0,938.46,-2.7,3507.0,12200.0,6160.0
2026-20,1356,Site1,1000.0,6608.0,3075.0,942.86,3.26,3507.0,13200.0,12768.0
2026-21,1356,Site1,1000.0,0.0,2075.0,946.67,2.19,3507.0,14200.0,12768.0
2026-22,1356,Site1,1000.0,0.0,1075.0,950.0,1.13,3507.0,15200.0,12768.0
2026-23,1356,Site1,1000.0,0.0,75.0,952.94,0.08,3507.0,16200.0,12768.0
2026-24,1356,Site1,1000.0,0.0,-925.0,955.56,-0.97,3507.0,17200.0,12768.0
2026-25,1356,Site1,1000.0,0.0,-1925.0,957.89,-2.01,3507.0,18200.0,12768.0
2026-26,1356,Site1,1000.0,0.0,-2925.0,960.0,-3.05,3507.0,19200.0,12768.0
2026-27,1356,Site1,1000.0,0.0,-3925.0,961.9,-4.08,3507.0,20200.0,12768.0
2026-28,1356,Site1,1200.0,0.0,-5125.0,972.73,-5.27,3507.0,21400.0,12768.0
2026-29,1356,Site1,1200.0,0.0,-6325.0,982.61,-6.44,3507.0,22600.0,12768.0
2026-30,1356,Site1,1200.0,0.0,-7525.0,991.67,-7.59,3507.0,23800.0,12768.0
2026-31,1356,Site1,1200.0,0.0,-8725.0,1000.0,-8.72,3507.0,25000.0,12768.0
2026-32,1356,Site1,1450.0,0.0,-10175.0,1017.31,-10.0,3507.0,26450.0,12768.0
2026-33,1356,Site1,1450.0,0.0,-11625.0,1033.33,-11.25,3507.0,27900.0,12768.0
2026-34,1356,Site1,1450.0,0.0,-13075.0,1048.21,-12.47,3507.0,29350.0,12768.0
2026-35,1356,Site1,1450.0,0.0,-14525.0,1062.07,-13.68,3507.0,30800.0,12768.0
2026-36,1356,Site1,1450.0,0.0,-15975.0,1075.0,-14.86,3507.0,32250.0,12768.0
2026-37,1356,Site1,1160.0,0.0,-17135.0,1077.74,-15.9,3507.0,33410.0,12768.0
2026-38,1356,Site1,1160.0,0.0,-18295.0,1080.31,-16.93,3507.0,34570.0,12768.0
2026-39,1356,Site1,1160.0,0.0,-19455.0,1082.73,-17.97,3507.0,35730.0,12768.0
2026-40,1356,Site1,1160.0,0.0,-20615.0,1085.0,-19.0,3507.0,36890.0,12768.0
2026-41,1356,Site1,1450.0,0.0,-22065.0,1095.43,-20.14,3507.0,38340.0,12768.0
2026-42,1356,Site1,1450.0,0.0,-23515.0,1105.28,-21.28,3507.0,39790.0,12768.0
2026-43,1356,Site1,1450.0,0.0,-24965.0,1114.59,-22.4,3507.0,41240.0,12768.0
2026-07,1358,Site1,0.25,0.0,-0.25,0.25,-1.0,0.0,0.25,0.0
2026-08,1358,Site1,0.25,0.0,-0.5,0.25,-2.0,0.0,0.5,0.0
2026-09,1358,Site1,0.25,0.0,-0.75,0.25,-3.0,0.0,0.75,0.0
2026-10,1358,Site1,0.25,0.0,-1.0,0.25,-4.0,0.0,1.0,0.0
2026-11,1358,Site1,0.25,0.0,-1.25,0.25,-5.0,0.0,1.25,0.0
2026-12,1358,Site1,0.25,0.0,-1.5,0.25,-6.0,0.0,1.5,0.0
2026-13,1358,Site1,0.25,0.0,-1.75,0.25,-7.0,0.0,1.75,0.0
2026-14,1358,Site1,0.25,0.0,-2.0,0.25,-8.0,0.0,2.0,0.0
2026-15,1358,Site1,0.2,0.0,-2.2,0.24,-9.17,0.0,2.2,0.0
2026-16,1358,Site1,0.2,0.0,-2.4,0.24,-10.0,0.0,2.4,0.0
2026-17,1358,Site1,0.2,0.0,-2.6,0.24,-10.83,0.0,2.6,0.0
2026-18,1358,Site1,0.2,0.0,-2.8,0.23,-12.17,0.0,2.8,0.0
2026-19,1358,Site1,0.25,0.0,-3.05,0.23,-13.26,0.0,3.05,0.0
2026-20,1358,Site1,0.25,0.0,-3.3,0.24,-13.75,0.0,3.3,0.0
2026-21,1358,Site1,0.25,0.0,-3.55,0.24,-14.79,0.0,3.55,0.0
2026-22,1358,Site1,0.25,0.0,-3.8,0.24,-15.83,0.0,3.8,0.0
2026-23,1358,Site1,0.25,0.0,-4.05,0.24,-16.88,0.0,4.05,0.0
2026-24,1358,Site1,0.25,0.0,-4.3,0.24,-17.92,0.0,4.3,0.0
2026-25,1358,Site1,0.25,0.0,-4.55,0.24,-18.96,0.0,4.55,0.0
2026-26,1358,Site1,0.25,0.0,-4.8,0.24,-20.0,0.0,4.8,0.0
2026-27,1358,Site1,0.25,0.0,-5.05,0.24,-21.04,0.0,5.05,0.0
2026-28,1358,Site1,0.2,0.0,-5.25,0.24,-21.88,0.0,5.25,0.0
2026-29,1358,Site1,0.2,0.0,-5.45,0.24,-22.71,0.0,5.45,0.0
2026-30,1358,Site1,0.2,0.0,-5.65,0.24,-23.54,0.0,5.65,0.0
2026-31,1358,Site1,0.2,0.0,-5.85,0.23,-25.43,0.0,5.85,0.0
2026-32,1358,Site1,0.25,0.0,-6.1,0.23,-26.52,0.0,6.1,0.0
2026-33,1358,Site1,0.25,0.0,-6.35,0.24,-26.46,0.0,6.35,0.0
2026-34,1358,Site1,0.25,0.0,-6.6,0.24,-27.5,0.0,6.6,0.0
2026-35,1358,Site1,0.25,0.0,-6.85,0.24,-28.54,0.0,6.85,0.0
2026-36,1358,Site1,0.25,0.0,-7.1,0.24,-29.58,0.0,7.1,0.0
2026-37,1358,Site1,0.2,0.0,-7.3,0.24,-30.42,0.0,7.3,0.0
2026-38,1358,Site1,0.2,0.0,-7.5,0.23,-32.61,0.0,7.5,0.0
2026-39,1358,Site1,0.2,0.0,-7.7,0.23,-33.48,0.0,7.7,0.0
2026-40,1358,Site1,0.2,0.0,-7.9,0.23,-34.35,0.0,7.9,0.0
2026-41,1358,Site1,0.25,0.0,-8.15,0.23,-35.43,0.0,8.15,0.0
2026-42,1358,Site1,0.25,0.0,-8.4,0.23,-36.52,0.0,8.4,0.0
2026-43,1358,Site1,0.25,0.0,-8.65,0.23,-37.61,0.0,8.65,0.0
2026-07,1361,Site1,120.5,0.0,285.5,120.5,2.37,406.0,120.5,0.0
2026-08,1361,Site1,120.5,1235.0,1400.0,120.5,11.62,406.0,241.0,1235.0
2026-09,1361,Site1,120.5,0.0,1279.5,120.5,10.62,406.0,361.5,1235.0
2026-10,1361,Site1,102.0,0.0,1177.5,115.88,10.16,406.0,463.5,1235.0
2026-11,1361,Site1,102.0,0.0,1075.5,113.1,9.51,406.0,565.5,1235.0
2026-12,1361,Site1,102.0,0.0,973.5,111.25,8.75,406.0,667.5,1235.0
2026-13,1361,Site1,102.0,0.0,871.5,109.93,7.93,406.0,769.5,1235.0
2026-14,1361,Site1,102.0,0.0,769.5,108.94,7.06,406.0,871.5,1235.0
2026-15,1361,Site1,99.4,0.0,670.1,107.88,6.21,406.0,970.9,1235.0
2026-16,1361,Site1,99.4,0.0,570.7,107.03,5.33,406.0,1070.3,1235.0
2026-17,1361,Site1,99.4,0.0,471.3,106.34,4.43,406.0,1169.7,1235.0
2026-18,1361,Site1,99.4,0.0,371.9,105.76,3.52,406.0,1269.1,1235.0
2026-19,1361,Site1,149.5,0.0,222.4,109.12,2.04,406.0,1418.6,1235.0
2026-20,1361,Site1,149.5,0.0,72.9,112.01,0.65,406.0,1568.1,1235.0
2026-21,1361,Site1,149.5,0.0,-76.6,114.51,-0.67,406.0,1717.6,1235.0
2026-22,1361,Site1,149.5,0.0,-226.1,116.69,-1.94,406.0,1867.1,1235.0
2026-23,1361,Site1,149.5,0.0,-375.6,118.62,-3.17,406.0,2016.6,1235.0
2026-24,1361,Site1,149.5,0.0,-525.1,120.34,-4.36,406.0,2166.1,1235.0
2026-25,1361,Site1,149.5,0.0,-674.6,121.87,-5.54,406.0,2315.6,1235.0
2026-26,1361,Site1,149.5,0.0,-824.1,123.26,-6.69,406.0,2465.1,1235.0
2026-27,1361,Site1,149.5,0.0,-973.6,124.5,-7.82,406.0,2614.6,1235.0
2026-28,1361,Site1,169.6,0.0,-1143.2,126.55,-9.03,406.0,2784.2,1235.0
2026-29,1361,Site1,169.6,0.0,-1312.8,128.43,-10.22,406.0,2953.8,1235.0
2026-30,1361,Site1,169.6,0.0,-1482.4,130.14,-11.39,406.0,3123.4,1235.0
2026-31,1361,Site1,169.6,0.0,-1652.0,131.72,-12.54,406.0,3293.0,1235.0
2026-32,1361,Site1,190.75,0.0,-1842.75,133.99,-13.75,406.0,3483.75,1235.0
2026-33,1361,Site1,190.75,0.0,-2033.5,136.09,-14.94,406.0,3674.5,1235.0
2026-34,1361,Site1,190.75,0.0,-2224.25,138.04,-16.11,406.0,3865.25,1235.0
2026-35,1361,Site1,190.75,0.0,-2415.0,139.86,-17.27,406.0,4056.0,1235.0
2026-36,1361,Site1,190.75,0.0,-2605.75,141.56,-18.41,406.0,4246.75,1235.0
2026-37,1361,Site1,119.6,0.0,-2725.35,140.85,-19.35,406.0,4366.35,1235.0
2026-38,1361,Site1,119.6,0.0,-2844.95,140.19,-20.29,406.0,4485.95,1235.0
2026-39,1361,Site1,119.6,0.0,-2964.55,139.56,-21.24,406.0,4605.55,1235.0
2026-40,1361,Site1,119.6,0.0,-3084.15,138.98,-22.19,406.0,4725.15,1235.0
2026-41,1361,Site1,149.5,0.0,-3233.65,139.28,-23.22,406.0,4874.65,1235.0
2026-42,1361,Site1,149.5,0.0,-3383.15,139.56,-24.24,406.0,5024.15,1235.0
2026-43,1361,Site1,149.5,0.0,-3532.65,139.83,-25.26,406.0,5173.65,1235.0
2026-07,1364,Site1,40.0,0.0,590.0,40.0,14.75,630.0,40.0,0.0
2026-08,1364,Site1,40.0,0.0,550.0,40.0,13.75,630.0,80.0,0.0
2026-09,1364,Site1,40.0,0.0,510.0,40.0,12.75,630.0,120.0,0.0
2026-10,1364,Site1,33.75,0.0,476.25,38.44,12.39,630.0,153.75,0.0
2026-11,1364,Site1,33.75,0.0,442.5,37.5,11.8,630.0,187.5,0.0
2026-12,1364,Site1,33.75,0.0,408.75,36.88,11.08,630.0,221.25,0.0
2026-13,1364,Site1,33.75,0.0,375.0,36.43,10.29,630.0,255.0,0.0
2026-14,1364,Site1,33.75,0.0,341.25,36.09,9.46,630.0,288.75,0.0
2026-15,1364,Site1,47.2,0.0,294.05,37.33,7.88,630.0,335.95,0.0
2026-16,1364,Site1,47.2,0.0,246.85,38.32,6.44,630.0,383.15,0.0
2026-17,1364,Site1,47.2,0.0,199.65,39.12,5.1,630.0,430.35,0.0
2026-18,1364,Site1,47.2,0.0,152.45,39.8,3.83,630.0,477.55,0.0
2026-19,1364,Site1,53.75,0.0,98.7,40.87,2.41,630.0,531.3,0.0
2026-20,1364,Site1,53.75,0.0,44.95,41.79,1.08,630.0,585.05,0.0
2026-21,1364,Site1,53.75,0.0,-8.8,42.59,-0.21,630.0,638.8,0.0
2026-22,1364,Site1,53.75,0.0,-62.55,43.28,-1.45,630.0,692.55,0.0
2026-23,1364,Site1,46.25,0.0,-108.8,43.46,-2.5,630.0,738.8,0.0
2026-24,1364,Site1,46.25,0.0,-155.05,43.61,-3.56,630.0,785.05,0.0
2026-25,1364,Site1,46.25,0.0,-201.3,43.75,-4.6,630.0,831.3,0.0
2026-26,1364,Site1,46.25,0.0,-247.55,43.88,-5.64,630.0,877.55,0.0
2026-27,1364,Site1,46.25,0.0,-293.8,43.99,-6.68,630.0,923.8,0.0
2026-28,1364,Site1,56.2,0.0,-350.0,44.55,-7.86,630.0,980.0,0.0
2026-29,1364,Site1,56.2,0.0,-406.2,45.05,-9.02,630.0,1036.2,0.0
2026-30,1364,Site1,56.2,0.0,-462.4,45.52,-10.16,630.0,1092.4,0.0
2026-31,1364,Site1,56.2,0.0,-518.6,45.94,-11.29,630.0,1148.6,0.0
2026-32,1364,Site1,71.25,0.0,-589.85,46.92,-12.57,630.0,1219.85,0.0
2026-33,1364,Site1,71.25,0.0,-661.1,47.82,-13.82,630.0,1291.1,0.0
2026-34,1364,Site1,71.25,0.0,-732.35,48.66,-15.05,630.0,1362.35,0.0
2026-35,1364,Site1,71.25,0.0,-803.6,49.43,-16.26,630.0,1433.6,0.0
2026-36,1364,Site1,71.25,0.0,-874.85,50.16,-17.44,630.0,1504.85,0.0
2026-37,1364,Site1,43.0,0.0,-917.85,49.93,-18.38,630.0,1547.85,0.0
2026-38,1364,Site1,43.0,0.0,-960.85,49.71,-19.33,630.0,1590.85,0.0
2026-39,1364,Site1,43.0,0.0,-1003.85,49.51,-20.28,630.0,1633.85,0.0
2026-40,1364,Site1,43.0,0.0,-1046.85,49.32,-21.23,630.0,1676.85,0.0
2026-41,1364,Site1,77.75,0.0,-1124.6,50.13,-22.43,630.0,1754.6,0.0
2026-42,1364,Site1,77.75,0.0,-1202.35,50.9,-23.62,630.0,1832.35,0.0
2026-43,1364,Site1,77.75,0.0,-1280.1,51.62,-24.8,630.0,1910.1,0.0
2026-07,1368,Site1,28.75,0.0,1487.05,28.75,51.72,1515.8,28.75,0.0
2026-08,1368,Site1,28.75,0.0,1458.3,28.75,50.72,1515.8,57.5,0.0
2026-09,1368,Site1,28.75,0.0,1429.55,28.75,49.72,1515.8,86.25,0.0
2026-10,1368,Site1,29.75,0.0,1399.8,29.0,48.27,1515.8,116.0,0.0
2026-11,1368,Site1,29.75,0.0,1370.05,29.15,47.0,1515.8,145.75,0.0
2026-12,1368,Site1,29.75,0.0,1340.3,29.25,45.82,1515.8,175.5,0.0
2026-13,1368,Site1,29.75,0.0,1310.55,29.32,44.7,1515.8,205.25,0.0
2026-14,1368,Site1,29.75,0.0,1280.8,29.38,43.59,1515.8,235.0,0.0
2026-15,1368,Site1,24.6,0.0,1256.2,28.84,43.56,1515.8,259.6,0.0
2026-16,1368,Site1,24.6,0.0,1231.6,28.42,43.34,1515.8,284.2,0.0
2026-17,1368,Site1,24.6,0.0,1207.0,28.07,43.0,1515.8,308.8,0.0
2026-18,1368,Site1,24.6,0.0,1182.4,27.78,42.56,1515.8,333.4,0.0
2026-19,1368,Site1,31.75,0.0,1150.65,28.09,40.96,1515.8,365.15,0.0
2026-20,1368,Site1,31.75,0.0,1118.9,28.35,39.47,1515.8,396.9,0.0
2026-21,1368,Site1,31.75,0.0,1087.15,28.58,38.04,1515.8,428.65,0.0
2026-22,1368,Site1,31.75,0.0,1055.4,28.78,36.67,1515.8,460.4,0.0
2026-23,1368,Site1,32.75,0.0,1022.65,29.01,35.25,1515.8,493.15,0.0
2026-24,1368,Site1,32.75,0.0,989.9,29.22,33.88,1515.8,525.9,0.0
2026-25,1368,Site1,32.75,0.0,957.15,29.4,32.56,1515.8,558.65,0.0
2026-26,1368,Site1,32.75,0.0,924.4,29.57,31.26,1515.8,591.4,0.0
2026-27,1368,Site1,32.75,0.0,891.65,29.72,30.0,1515.8,624.15,0.0
2026-28,1368,Site1,27.0,0.0,864.65,29.6,29.21,1515.8,651.15,0.0
2026-29,1368,Site1,27.0,0.0,837.65,29.48,28.41,1515.8,678.15,0.0
2026-30,1368,Site1,27.0,0.0,810.65,29.38,27.59,1515.8,705.15,0.0
2026-31,1368,Site1,27.0,0.0,783.65,29.29,26.75,1515.8,732.15,0.0
2026-32,1368,Site1,34.75,0.0,748.9,29.5,25.39,1515.8,766.9,0.0
2026-33,1368,Site1,34.75,0.0,714.15,29.69,24.05,1515.8,801.65,0.0
2026-34,1368,Site1,34.75,0.0,679.4,29.87,22.75,1515.8,836.4,0.0
2026-35,1368,Site1,34.75,0.0,644.65,30.04,21.46,1515.8,871.15,0.0
2026-36,1368,Site1,34.75,0.0,609.9,30.2,20.2,1515.8,905.9,0.0
2026-37,1368,Site1,28.6,0.0,581.3,30.15,19.28,1515.8,934.5,0.0
2026-38,1368,Site1,28.6,0.0,552.7,30.1,18.36,1515.8,963.1,0.0
2026-39,1368,Site1,28.6,0.0,524.1,30.05,17.44,1515.8,991.7,0.0
2026-40,1368,Site1,28.6,0.0,495.5,30.01,16.51,1515.8,1020.3,0.0
2026-41,1368,Site1,36.75,0.0,458.75,30.2,15.19,1515.8,1057.05,0.0
2026-42,1368,Site1,36.75,0.0,422.0,30.38,13.89,1515.8,1093.8,0.0
2026-43,1368,Site1,36.75,0.0,385.25,30.56,12.61,1515.8,1130.55,0.0
2026-07,1369,Site1,285.0,0.0,868.0,285.0,3.05,1153.0,285.0,0.0
2026-08,1369,Site1,285.0,0.0,583.0,285.0,2.05,1153.0,570.0,0.0
